площадь,цена,этаж,кол-во_комнат
145,18638188,1,2
111,14114544,10,1
97,2855711,7,4
60,6698650,21,3
102,15542366,8,4
79,11894850,8,1
89,12514544,21,5
55,15856775,10,4
144,4560878,16,5
57,12986152,20,2
39,13621649,21,1
140,2389413,12,4
105,11602940,16,5
85,17384428,11,1
42,1603099,14,5
76,13034205,12,3
114,5372132,2,2
93,14005711,22,5
96,17491551,5,4
72,16615183,9,2
45,2472695,19,2
129,11508137,24,5
89,2836852,9,3
141,7366536,24,1
94,9679863,20,5
133,13633505,14,2
107,14772395,9,4
73,10376947,5,1
129,14160075,7,4
149,5610592,12,4
77,3393404,9,4
60,14291200,14,1
58,18534224,16,2
124,11701348,9,1
50,13835394,1,4
45,9965184,6,3
48,8086161,6,5
76,3393853,9,5
112,17823356,19,4
89,12251358,3,3
94,7057299,18,5
30,19836599,20,4
41,10207880,7,1
133,11428816,16,2
121,5990121,4,4
105,9527512,11,4
28,10986120,9,1
84,16018437,15,2
60,12336949,16,2
81,1861313,22,4
121,12071928,12,3
79,1337996,18,2
41,5566423,5,3
75,2544913,7,3
67,3288983,5,4
22,3773301,3,4
148,6376249,22,1
77,6003744,13,3
29,4268584,10,4
122,15446304,2,5
91,1946793,18,3
68,12670111,16,2
111,2573597,18,3
53,15445070,2,3
93,10107441,14,5
44,10729512,14,2
103,6439320,4,3
71,5566259,5,1
147,19555784,19,5
149,2999962,20,4
112,7670865,16,2
110,18478809,14,5
55,13980157,15,2
50,9735774,2,4
63,8069009,19,5
42,4634636,9,2
87,12117710,18,5
94,17390378,7,4
91,19362693,12,3
115,9320571,16,3
127,3483055,9,2
119,18040991,17,5
140,1440972,13,1
116,4984039,13,4
123,3616603,8,5
74,10292385,6,1
99,9771520,24,2
127,14420775,5,3
103,17765002,3,1
104,19746700,10,3
140,1516546,17,2
138,7523322,3,3
50,18988411,11,5
61,19383705,15,3
89,18942847,2,4
119,7000095,21,1
71,17886975,9,1
88,6601236,5,2
39,14187866,14,2
20,14972016,4,2
86,4963969,5,1
123,1571109,11,4
43,7894931,14,1
53,10516630,13,3
25,12480980,19,5
108,10164785,13,4
133,8388439,5,4
121,5209042,10,1
38,8511550,19,5
91,14484983,16,3
144,11025954,15,4
26,14729559,24,3
95,14488720,18,1
99,19893040,3,3
82,9421706,13,1
31,3176714,7,1
54,19220655,4,4
107,17540659,3,3
47,15065836,1,5
106,14644667,3,5
35,10819934,19,2
40,3616016,9,3
110,3558494,21,3
21,19615198,5,5
29,12537108,19,3
79,12398530,9,5
79,17502643,24,1
55,8113268,2,2
145,3419847,22,2
53,11030970,9,5
21,9189992,24,3
138,4796883,10,2
24,13159556,5,5
71,11172749,3,5
57,8091759,4,5
133,4465528,20,4
26,16437506,20,4
124,13896495,13,1
148,5809663,12,5
107,13116229,19,4
137,9258966,18,1
27,15213402,3,1
140,19487780,1,3
147,11677725,17,5
24,19772301,12,3
133,1073853,2,3
128,11990766,3,1
146,9544431,14,3
144,9521530,22,4
76,3407012,5,1
21,6614405,17,2
53,6116648,19,3
54,12301614,20,3
32,7713954,2,5
51,13125153,21,4
131,15359119,21,1
64,12742184,2,4
77,2448670,22,4
58,16621598,14,1
54,15039341,23,2
79,16116513,23,4
30,13314165,8,3
59,16638607,4,4
84,16097001,19,3
23,1182823,5,1
47,7698113,13,4
54,11333986,23,4
131,15697543,15,3
97,5093558,18,5
53,12820745,15,5
142,13061354,12,4
80,16326646,10,4
133,13525157,14,1
124,3097691,17,1
142,13750547,16,1
85,15161501,12,5
31,18077839,4,3
136,12482476,13,1
92,5828271,5,4
42,13767301,7,5
26,3928294,8,4
135,16281305,23,4
52,2569950,9,3
68,10893383,11,2
97,1043716,21,1
98,11907581,18,5
90,2111867,3,1
67,11403811,7,4
64,18112726,20,4
83,17829832,20,3
26,16084213,22,2
147,2088190,17,3
136,19705534,13,5
93,8378343,7,3
124,14171736,23,2
129,19778609,15,4
125,11146897,17,4
21,9676598,9,2
58,18047722,3,3
57,3578814,8,3
57,11592133,11,1
32,7166412,14,4
109,1182606,14,5
125,1993808,13,3
44,11773026,9,2
37,7275158,24,1
79,17928263,16,3
59,2406714,23,2
58,8057260,7,1
143,6571580,2,4
140,4938446,6,1
83,8780097,11,2
136,4168593,16,3
81,14811611,10,4
42,9857586,22,5
89,5597442,10,5
51,3983245,7,4
144,17958561,3,4
82,12683133,20,2
124,1948185,22,4
95,10817429,20,5
123,1780367,21,4
78,10215363,18,1
28,10218971,13,4
133,11638878,19,4
39,16384852,18,4
111,12687724,13,4
68,6230679,1,3
55,7905779,16,4
27,8215503,18,2
126,15355155,5,2
82,7591634,12,1
23,5689577,4,5
143,13503333,12,3
77,12109714,1,4
81,3116562,10,4
66,16671322,17,4
143,10677549,7,1
46,12027923,6,5
25,18970183,18,2
121,7154386,13,4
41,13850734,24,1
20,1724382,6,3
79,19869657,2,4
27,9482347,7,5
93,5125048,10,3
29,3430337,9,1
96,4987892,20,3
92,14181982,21,1
58,8484346,18,3
121,1712290,5,4
110,19364068,22,2
69,19455661,2,5
73,10001689,9,5
91,13896418,23,4
106,6164438,13,4
132,2737597,1,1
131,17911160,1,5
108,16864434,12,1
107,11259534,6,5
77,19412445,1,2
116,2914022,2,5
53,11155275,16,1
112,1263511,21,5
114,11189569,3,3
120,18642358,4,3
70,15684843,1,3
96,16625492,24,3
81,19709741,24,1
38,19047190,4,4
48,4839764,1,3
127,16151536,23,5
99,17517194,21,2
111,2879511,8,4
56,6839038,5,3
82,3626530,13,1
90,2201165,11,2
108,5672231,7,3
82,11438048,16,4
134,8011894,14,5
112,18113889,23,3
122,4768859,24,5
75,13746165,7,3
101,16002917,12,1
144,3332113,24,4
133,12122895,1,4
76,14032505,14,2
27,9473261,24,1
42,6644484,13,3
131,6296273,19,2
51,10793327,18,5
50,11299099,22,1
130,17372556,15,4
79,8166564,9,2
85,2613674,24,2
144,5521754,24,3
136,10122415,4,2
111,3191089,20,1
44,19763745,22,1
66,13708430,14,1
92,13913643,8,1
128,5541291,8,1
66,4671716,13,5
138,10541746,6,3
101,15136771,11,4
107,4915100,18,5
57,2695776,21,4
130,5138251,1,4
100,17150703,9,4
107,15986700,10,3
45,5194167,5,4
62,9237566,10,4
69,10017300,11,5
34,8222300,10,5
39,18765780,10,4
78,12768633,6,5
109,4220004,17,2
142,18107605,3,3
65,14283186,24,2
126,6824918,2,4
27,15064871,3,1
82,12910225,10,4
91,17554853,10,3
138,1716390,22,4
55,3808715,12,2
91,14152600,7,4
29,12573632,24,3
108,14675182,22,3
105,2318807,2,2
80,10262486,17,4
26,6094983,2,5
121,2350452,23,5
146,14198721,20,5
73,4301164,24,4
55,3311482,13,3
30,4966618,16,2
56,10500163,7,3
113,3121608,2,2
30,14248573,2,5
149,10240796,22,5
149,5585433,13,1
142,13276346,3,1
106,11002473,8,4
142,1998542,9,4
126,6266432,6,3
45,13916896,4,2
128,15297978,1,1
105,15236577,12,3
91,17125142,21,2
149,8884975,5,3
105,11866162,15,3
97,3949550,18,2
125,18273906,14,1
131,16682109,6,4
42,14568163,1,2
92,19108975,11,2
72,13163777,7,5
65,18951896,20,3
86,14508701,12,3
95,1864785,7,5
44,13764721,18,5
83,4165164,24,1
111,12102635,24,4
92,5886520,12,2
99,19378343,3,5
59,4132540,3,4
47,1903841,22,4
64,4362308,22,5
37,14757531,23,5
25,14782506,6,1
118,1143594,9,3
122,11898465,2,5
104,8386124,24,3
79,15316840,22,1
96,13772449,15,4
83,4203107,20,3
90,18341249,16,5
109,6900387,2,5
32,14017057,10,5
108,19149406,19,1
56,9967140,8,4
62,15369091,5,5
104,16728587,7,3
94,2777488,20,5
23,17478157,5,5
49,9017900,13,3
108,15583847,13,2
55,17033569,12,1
144,3001650,18,1
120,9775843,4,3
122,13710907,24,5
145,5551638,6,1
68,1909141,7,2
47,15193095,8,5
147,11550742,3,5
93,16284149,15,1
119,16720787,22,1
104,4039825,10,3
61,13622869,17,2
65,6047389,8,4
87,18232802,13,3
91,1535752,4,1
140,9997928,20,1
109,12735549,19,5
138,5844146,11,1
24,9352985,21,5
113,10505362,8,3
88,12503160,20,1
109,6974037,18,5
147,10932516,12,1
128,18557425,2,5
87,8667788,23,5
83,6176857,13,1
72,10318476,23,4
125,11072956,12,5
29,17059434,9,1
124,2411463,6,5
124,9723474,1,3
119,16287508,24,1
51,9634338,3,2
50,17102203,13,5
90,6457999,23,4
62,6940135,17,3
21,9544476,3,3
69,16361764,24,5
20,9876228,23,2
100,7782285,23,2
97,1608503,6,1
66,12686064,5,4
142,14217501,8,5
35,19014810,11,1
98,3198339,13,4
73,2868254,1,5
110,13091221,19,1
106,3438135,20,3
71,17261976,1,5
34,7762146,21,5
125,18438296,22,3
122,10621373,23,2
119,3233893,18,4
75,12382378,23,2
24,16214339,6,5
114,15606713,4,4
51,19162351,16,4
131,12301518,18,2
65,7942665,6,2
141,8348633,24,4
79,14422124,2,3
145,8075536,12,1
98,14629219,15,4
53,13751363,3,4
149,10106943,14,3
61,9710399,21,5
59,19280814,8,5
100,1978429,4,3
22,14208256,3,5
137,12599781,18,4
127,19032859,24,3
91,14156329,8,1
126,7346308,20,5
105,1525061,21,3
79,14444486,12,3
119,18121539,3,3
110,14341478,2,2
68,6473814,10,1
132,17039622,9,4
44,13617180,22,3
28,12466255,12,2
88,8524570,20,3
32,7817657,20,2
35,1771521,7,3
116,16676607,13,4
106,15381945,21,5
143,18118950,13,1
67,6742718,9,4
21,18665303,22,3
67,18894826,20,5
45,8038190,21,4
101,4190947,20,4
130,10243906,15,5
142,2032899,23,3
57,9998772,16,1
144,19285414,13,4
147,2144047,23,5
35,8210867,22,3
54,13484323,11,2
88,4564894,13,3
26,14299696,19,1
86,6242376,4,5
110,2726437,3,5
22,19714438,2,1
66,4949165,1,1
122,6282580,1,4
73,13337961,7,5
143,6944427,21,5
71,19473793,20,2
36,1024078,14,2
65,7713615,1,5
77,4560883,6,3
25,2206388,24,2
124,5799220,11,1
94,3496409,10,3
20,13815645,18,5
32,11388762,16,4
106,19271893,24,4
70,6797727,12,4
95,3864304,22,4
41,19209353,21,4
37,12756555,8,2
44,3369336,16,1
29,15032062,5,3
145,7916660,7,2
120,13253269,13,3
101,15128246,19,4
136,16662682,17,4
82,16456653,18,4
35,8517923,10,3
94,11872236,4,1
145,15021862,4,2
147,6485623,23,1
28,8101746,12,4
111,6115875,20,5
113,7592213,10,4
27,12350726,8,5
103,13657286,13,1
70,8564916,12,2
104,12652171,6,1
111,5060288,14,3
85,10009243,19,3
88,11489784,4,1
84,9714988,2,1
29,3922278,14,2
118,4592882,22,2
120,13534402,6,5
26,17882932,21,4
74,2495345,18,1
143,4114096,16,2
122,18125310,3,4
111,9892889,10,4
22,1416686,14,3
73,10065830,4,2
67,6236829,18,3
128,5836690,16,2
62,1035524,11,5
66,5881075,22,3
129,19476314,14,1
82,7852438,16,1
133,14185848,15,1
32,11579940,6,2
133,5584371,5,2
92,5153417,21,5
45,8715449,2,3
32,2726884,22,4
129,10019264,7,3
66,18217849,15,5
101,3354002,7,1
40,10248533,7,4
25,5399640,20,2
142,9463714,5,3
147,16526498,4,3
103,5386401,17,1
125,15737959,17,3
109,12066968,4,5
82,15171705,18,4
138,13390419,16,1
58,17488641,12,4
43,10073526,18,1
34,8143620,10,2
78,1715646,17,5
87,8968942,4,5
22,16535346,20,3
79,15145919,1,5
140,13768393,19,1
80,4518709,8,1
75,15709610,14,1
75,11626099,12,5
67,1764950,9,1
55,16752796,22,2
41,17390178,19,3
104,7313355,9,2
88,18271504,13,3
64,18324969,17,4
33,4449887,13,4
133,3240673,4,5
83,9849958,1,1
142,14717008,6,3
34,2224648,21,5
62,11128680,17,3
28,7682256,14,1
95,14443763,9,4
135,8862165,18,3
90,5933114,19,5
112,14057111,24,1
42,8636939,21,1
56,13738424,7,5
67,18258109,1,4
55,16050038,13,1
97,11800744,13,3
32,14293528,16,3
136,15287304,19,4
132,19659681,18,4
85,6665551,1,3
22,1039027,23,4
66,10182384,20,5
57,4949330,6,4
26,12949548,18,2
85,4659498,22,3
21,12941304,2,2
116,14457493,23,2
130,12713265,11,2
88,9035527,13,5
50,12066593,6,2
20,1149850,2,1
86,8278374,17,3
103,14212011,8,1
94,12158589,23,3
84,2009333,18,1
94,4941230,5,2
72,10006754,24,2
54,13463542,20,1
136,7506787,21,2
101,6794382,24,5
21,15658499,22,5
39,2409231,20,4
89,11991693,10,2
43,11075670,18,3
98,11953383,10,1
56,16846842,22,2
136,7459136,9,3
145,14893669,23,2
106,16610043,24,3
75,12367640,18,2
37,17478738,3,5
116,9670156,3,2
87,12049044,13,4
128,18304602,6,5
42,8154324,2,3
109,9334236,1,2
49,6566773,8,5
72,17454028,12,2
113,19406577,23,2
52,1220348,11,3
71,3466696,20,3
112,12411431,12,4
112,4387776,21,2
20,7610066,18,3
109,11957655,5,4
44,6128827,3,2
135,1367638,5,2
52,19941945,8,1
28,12742482,12,1
52,9542663,5,4
102,16669287,24,4
148,9062829,12,3
87,12401294,20,1
38,12411623,22,3
135,18287242,7,1
74,9655795,11,1
46,6317418,1,3
109,19412402,7,4
85,9793223,24,2
52,8431837,5,5
140,12945898,20,4
146,18559757,21,3
90,13963340,12,2
43,12258984,12,2
68,1206271,3,3
61,6629999,16,1
26,4943755,24,1
29,14329398,15,1
86,17695906,21,3
32,2654470,8,5
96,13718350,23,2
122,1509406,22,4
80,13671676,19,5
29,14730198,5,5
103,17591040,16,2
122,9565014,20,4
141,3105741,2,2
120,11533220,15,4
113,14782153,19,4
134,5230358,20,5
95,1612561,1,4
67,11600927,3,3
75,18671445,10,3
41,3624638,12,4
83,1545191,23,2
48,12559411,4,3
97,13578075,16,2
86,3629687,14,1
41,13081399,15,2
94,6612941,13,4
141,2319793,9,2
96,2361806,20,5
105,13974058,12,3
92,11401070,12,4
76,10197627,4,1
81,10296987,22,3
134,12602465,4,2
60,18805599,6,2
59,12560343,8,3
149,8302306,22,3
57,2764433,2,3
62,10110363,11,4
49,10746715,9,3
57,9201939,5,3
59,19719079,22,4
112,8886935,22,3
36,6542667,20,5
71,15504350,19,2
39,11950974,24,5
115,6259223,9,2
61,14201007,24,3
45,9037340,7,5
127,16181508,5,5
44,10666920,19,2
143,2595362,11,2
22,19174200,19,4
148,13711809,12,2
95,12121783,24,1
32,7983851,21,3
34,5056174,9,4
107,14376036,6,5
22,1150153,11,3
40,16126787,19,3
96,8446957,10,5
86,3035373,18,2
111,2166459,3,4
108,16132816,1,2
120,19749781,15,4
40,10207782,16,3
80,18209082,12,3
104,7648845,23,3
37,9140471,3,4
65,9843493,22,3
121,6843629,1,3
87,1406952,3,5
141,17117784,21,2
89,14117523,18,2
124,4004341,8,3
89,5208422,15,5
92,15899378,2,3
69,2289636,7,3
144,10761562,19,5
54,18649052,21,1
72,2001793,24,3
149,9185001,8,4
118,11914083,9,2
66,19092502,5,4
71,2510964,1,1
39,17158987,2,4
40,6671663,11,3
72,7638265,11,4
113,4402447,5,2
102,3301694,12,4
108,19207823,10,4
95,11656704,1,4
142,4293717,23,5
69,9644789,23,3
62,17414167,4,2
113,1921962,3,4
61,14012021,14,1
119,7851105,17,3
71,15762287,8,5
128,8886365,8,4
132,7842488,16,3
32,5571258,20,5
144,4289790,23,3
109,8052348,8,1
133,7276734,19,1
105,5798112,10,3
92,7169158,4,5
76,19492300,19,4
31,19598838,24,3
102,1393839,12,1
118,11363915,1,5
144,10285885,8,2
25,5659747,6,3
44,2539038,1,1
146,8925123,23,5
116,13068807,8,4
115,9893280,16,1
54,16581602,3,3
113,14981731,23,2
65,12767895,4,4
57,7453742,13,4
69,19331385,17,2
105,18482984,18,4
71,11634630,14,3
110,7422622,4,2
61,3929367,13,5
107,4528846,1,2
102,12072589,3,5
105,4247225,6,3
102,6238008,7,4
68,18815534,21,4
58,7164288,10,5
109,4705759,4,1
22,17098911,20,2
59,7497824,22,3
135,2465290,6,5
62,8346442,4,3
128,11238419,21,1
63,16456895,17,3
117,7227994,9,4
75,8234702,18,2
44,12632860,19,5
84,8793455,21,2
46,4624752,22,4
123,4393583,20,2
59,15050708,2,3
144,8148396,6,3
80,15002781,16,5
49,16917501,21,5
88,15317851,19,3
21,16533068,23,1
101,6494002,6,1
121,8996004,4,5
44,10863781,16,5
83,9380784,24,4
55,6574636,23,3
30,4138787,1,2
113,17611418,23,3
140,4570015,8,2
88,13008184,1,4
94,2791897,17,5
58,17067284,16,4
130,18923173,16,3
132,11333728,15,3
137,17841148,5,5
89,10604275,7,3
45,3767076,5,2
138,8377186,5,4
125,11141204,8,3
134,11085089,21,3
84,18347776,23,1
149,16044570,1,3
99,3888763,5,1
116,4861532,8,4
114,2074365,4,5
146,6198500,10,1
81,18949843,17,5
63,18458687,15,3
128,14302580,11,3
48,12636238,16,4
37,6463208,11,5
66,1346627,5,1
94,19540555,9,5
107,14221523,4,2
132,18337610,14,4
53,18585775,3,3
74,5841033,5,2
145,6762077,12,4
54,18286557,18,5
146,8656004,20,4
70,19894118,4,5
58,17338546,8,1
93,8288820,21,5
115,1434805,11,5
41,18966478,11,3
25,19764519,1,3
71,15819307,11,5
90,8232665,13,2
100,2388678,19,2
28,11139250,20,1
120,18302333,18,3
89,6502352,24,2
95,6168331,8,5
139,14961445,14,2
114,2298438,6,4
103,1230622,17,5
66,9992206,12,1
106,4060896,17,1
75,6829764,10,4
90,18516578,14,2
77,11497609,10,2
93,7092030,11,2
134,3523299,11,4
114,8477443,8,3
140,1246354,11,3
86,9321098,8,2
42,5509662,24,4
105,12203508,21,5
64,19516708,23,5
21,14761945,7,4
97,18140443,20,3
43,7865821,23,1
79,3291887,20,2
50,4706220,3,3
112,7571073,8,4
106,1462377,7,4
119,15355027,9,5
130,2399308,12,5
29,10060294,4,2
129,4679236,1,4
94,11108320,8,4
35,8192552,2,1
70,15209047,23,2
99,19024380,11,4
56,8368948,1,3
131,2412397,3,4
88,18662916,15,1
90,13119169,21,1
46,1629899,23,5
98,19554198,21,5
61,5208998,22,5
34,18127853,9,4
71,16021729,13,2
47,5439145,23,4
27,10567964,5,5
80,9177366,19,3
39,10681855,15,4
101,1740221,20,1
52,4129387,6,1
57,16691432,2,4
109,11030991,7,5
88,11996893,16,4
98,17648240,16,4
118,10881494,9,1
104,17735302,18,1
119,10936743,7,5
31,5215115,8,5
30,14484884,2,3
68,19454877,3,3
130,13488481,8,1
63,8210758,6,1
92,2713374,19,4
79,14875378,19,5
149,19762499,24,4
104,18833054,8,2
41,9296336,14,4
122,13840972,19,2
47,18407279,15,3
21,7648151,19,3
89,18364218,21,5
105,2664982,12,5
31,17749496,6,3
68,9881953,18,5
101,8869509,23,1
118,9131158,1,5
85,9695709,12,5
131,6640184,11,1
51,8801756,1,4
38,15100411,5,5
44,16028306,13,1
59,10981893,15,4
132,7423714,8,3
41,19069875,16,2
67,12714134,6,3
33,18780706,20,4
118,2942638,13,2
98,14145235,11,1
88,1308582,23,1
86,10547873,18,2
68,6344131,16,5
147,2049754,2,3
117,18051542,15,4
41,12142835,7,2
58,8131597,7,3
139,14718255,18,5
112,11174440,5,2
45,8396085,14,1
60,4819553,5,3
108,3116738,14,2
104,16807592,16,4
98,10318446,10,4
37,18680577,4,2
67,10596781,19,1
82,3745364,12,5
99,9216290,16,4
24,4493661,1,2
82,16199375,21,3
101,12005765,13,5
33,13967163,10,4
42,8993543,7,2
52,4426401,12,4
100,14450941,8,5
35,18388910,19,3
81,16183089,20,1
26,9190481,12,4
118,3864531,1,4
83,8221417,13,3
142,4446988,23,2
22,1435847,11,2
129,17661805,24,2
134,6677112,17,2
113,4133757,20,3
92,13918626,4,3
27,13505850,17,2
85,5770520,14,1
26,17054343,24,5
111,7835672,21,1
148,16714400,1,3
43,17159338,12,5
148,4354164,13,5
132,4139158,9,4
98,16528944,24,3
138,18518260,4,4
143,5677205,19,3
74,18906949,5,5
103,10777988,2,2
87,14934644,17,3
85,16437246,2,1
30,17886427,22,5
43,12944953,23,3
92,13810258,2,5
82,2220049,10,1
79,14627971,9,3
65,19384645,17,4
114,17644262,5,1
52,10100860,21,2
64,7941294,24,3
45,4610498,2,5
31,9683695,5,3
49,19311837,1,2
143,19656961,14,1
68,7465004,21,2
30,11407574,8,2
37,10966626,14,1
66,4715719,7,4
87,2401256,23,1
116,17167397,9,1
97,13767454,16,4
73,15937410,1,4
30,1089536,1,4
106,15227836,10,2
41,2281026,19,4
74,11324849,9,2
55,10525989,4,2
29,10278515,14,5
129,15852423,22,3
31,10085470,20,5
31,11961471,15,5
98,14513760,23,4
68,8716155,23,4
47,19432827,20,2
114,18022121,9,3
45,3090770,11,1
114,10134233,12,3
129,3639759,7,4
54,12042717,19,5
134,1717176,23,1
84,7295107,14,4
127,10836733,20,2
97,15747911,12,3
139,10431952,18,2
70,19591534,21,3
76,8137656,16,3
146,12411403,6,3
97,15133756,12,5
67,6338560,9,3
83,12175270,8,3
80,8931511,11,1
66,15812554,23,2
92,15365865,1,5
89,3655437,2,5
62,7031419,21,4
90,2589730,6,1
39,5787614,24,3
29,13719313,18,3
65,12530776,24,2
87,3019396,3,2
102,11586088,13,5
82,19143424,7,3
119,19138392,19,1
39,6122643,22,1
72,19862114,9,1
24,13532457,3,3
38,5419164,22,5
28,2459981,22,4
107,11885687,2,4
60,3824978,8,5
75,19653029,9,4
96,4417559,15,1
131,11189080,8,5
34,13338277,23,5
140,8319595,18,3
76,19449642,12,5
111,5673377,8,5
33,18806074,18,2
87,7850365,4,1
121,3560673,20,5
92,9707289,3,2
24,18766647,6,4
58,8024898,4,2
51,18369894,4,4
87,13700399,13,4
134,17034723,17,2
118,1295461,15,1
93,17813843,16,3
93,10485721,23,1
96,13211996,1,4
71,3964862,23,3
128,12868461,6,1
142,15625945,17,2
20,17518820,10,5
106,11750636,7,4
61,2498799,4,4
55,19952006,10,5
79,10286670,18,3
127,15177233,19,4
36,3701490,15,4
146,19874979,14,1
105,18488064,4,1
93,16003088,23,4
110,14022264,13,5
92,13052015,14,5
100,14086815,7,2
55,13543311,19,4
117,7641700,18,1
112,13951711,18,2
112,1781611,1,1
132,1875421,5,5
139,19546106,6,5
130,17998158,11,3
90,3734355,24,2
140,1099543,17,3
113,13993509,21,5
107,1098446,6,4
61,4831119,6,1
44,1027535,14,1
127,10880393,8,2
42,19952927,12,2
130,17226013,3,5
29,14799621,21,1
122,7878805,13,3
144,10356748,1,2
49,3302856,3,2
92,16606705,10,1
94,9726093,10,3
70,13648192,2,3
121,13288494,18,4
62,12244366,9,1
139,5700772,5,5
103,5882064,15,3
116,4208763,6,1
51,17904688,12,4
20,4683155,22,2
44,4110469,15,3
91,10676473,22,1
87,13283008,21,3
69,1328349,2,4
141,13818494,5,3
115,8692442,11,2
77,2344631,18,3
138,12978786,14,4
27,10239147,7,5
124,9182933,22,2
38,6272500,10,3
37,18706260,16,5
139,12752323,11,1
88,6345070,1,4
111,15424276,10,5
134,11051331,12,1
111,15701746,17,5
136,1393170,13,5
116,14898573,22,1
52,6015713,21,3
25,4124512,19,2
85,19421907,14,4
82,19697066,23,5
74,14062613,7,1
140,3300184,3,2
30,17752055,6,3
43,7762507,3,2
137,8897228,24,2
103,1376257,15,4
129,7344555,7,2
111,7742645,21,1
135,16955446,19,2
121,8751632,17,1
75,16883457,1,3
64,15003530,18,3
123,5024358,8,4
58,6772854,19,1
72,7458940,5,3
136,7180647,17,1
120,8511192,1,3
31,11552772,21,1
140,13609223,24,1
111,15980786,15,2
127,17263080,15,3
25,2996254,8,3
42,3799931,2,2
62,9699399,18,5
89,9180147,6,1
107,14805457,1,2
68,5574812,8,2
87,4045526,6,3
74,3158425,1,1
26,5104301,3,5
48,13388686,13,4
142,18370149,1,5
84,18302696,7,5
95,11524187,4,5
72,10531331,20,1
69,10174043,20,4
82,12679991,12,5
52,6519114,20,4
76,16108270,14,3
70,11955141,9,2
25,13038647,9,3
81,3951983,22,4
87,9626717,8,4
105,10796396,16,3
26,5750158,7,4
65,8374756,21,1
145,11397760,19,4
115,13125782,22,1
125,11343644,16,1
114,3800439,21,1
42,18136882,5,5
52,2747604,19,4
96,15223865,17,5
131,10986596,10,5
140,15253342,12,3
95,6556458,3,1
67,13435495,11,2
114,6181511,13,4
102,19459328,23,4
35,18249052,10,1
140,13003808,10,1
45,10422040,4,1
132,8360078,1,1
90,2175578,17,4
32,1362389,17,5
42,7013545,9,5
119,16505715,3,4
115,13275120,13,5
24,19071099,7,4
46,16305481,1,2
41,1806389,19,5
139,10243313,17,5
27,6586711,7,5
114,17784382,10,5
83,5700917,16,5
134,6073732,23,3
70,2136196,13,2
85,6627577,18,1
28,4433038,24,1
96,9441895,12,5
143,10009395,16,4
38,10360261,13,3
115,10965063,16,5
83,18678489,13,1
87,10691547,19,3
75,12965376,12,2
83,19627293,16,4
137,15164144,13,4
136,5090315,19,2
31,1912446,24,3
55,5750351,20,5
32,13726933,16,3
112,10015356,1,3
81,5071077,21,1
72,4818553,22,1
57,8808382,7,1
67,17917714,13,2
50,7846038,6,4
142,12250563,18,1
60,10636767,21,3
92,5627170,11,4
97,4171960,21,2
83,14127850,5,5
118,9299719,1,3
73,15716800,6,1
60,19589079,2,5
105,16282435,18,2
142,13525377,18,2
95,9341931,11,4
74,5734736,21,2
141,18603261,22,3
46,11823162,18,1
126,10467525,3,1
22,4938709,3,3
100,13633411,16,2
67,9765981,15,3
42,5811155,1,4
86,1096298,6,1
83,15385040,14,2
147,1179384,12,1
53,5341909,20,3
127,10935670,17,1
75,9185337,10,2
108,9005117,20,1
75,9045811,6,4
125,5014120,18,1
95,14294050,14,5
67,16149036,17,1
141,12791173,4,1
88,4481327,6,1
93,7057829,2,2
87,16170641,17,2
127,14155851,1,1
146,6723736,22,5
97,13295158,10,4
124,9588170,7,5
113,18526330,4,5
125,6388891,20,2
121,16679030,23,1
116,9538365,11,3
66,15522406,8,1
68,12322640,15,3
76,18054366,10,2
62,10544194,21,4
106,5463629,4,2
124,17432963,3,5
144,4408531,4,1
100,18768433,16,4
102,19982933,23,1
127,6747001,11,3
134,3301812,23,4
104,15381570,20,3
122,10909957,2,5
104,6175356,19,2
48,2936791,7,1
146,2603984,8,2
104,6381576,20,3
104,10936048,12,5
134,11922075,21,4
101,2541199,14,4
115,18983718,17,1
50,13069423,12,4
85,6899723,9,4
120,19057990,21,3
113,3268522,6,5
72,11840466,22,2
79,13169410,5,3
46,2454393,20,3
77,15432050,3,1
26,3199724,19,5
46,3473378,15,1
110,8370163,18,3
119,14028632,22,2
105,3736418,4,5
26,16219150,3,4
104,19705728,4,1
47,15871363,14,3
92,15724246,8,2
87,15316623,24,1
131,5229204,19,3
48,15788962,15,5
43,9021014,23,1
21,19318207,2,4
70,4275776,6,1
105,2238051,5,3
72,10553110,23,2
130,13139840,11,5
111,12363875,7,5
115,13237828,15,3
21,10891885,8,3
80,12875605,12,4
55,2858429,22,2
75,16253902,3,5
69,10498623,22,4
52,12440538,21,4
88,10858297,17,2
61,11719291,24,3
30,5769912,20,4
144,15106617,3,2
89,14032949,4,1
44,9685004,18,3
24,5762104,3,5
131,14132357,1,5
90,13036884,13,5
106,16940373,4,5
145,14010956,22,3
45,9926375,7,2
76,1017788,22,1
32,14551001,16,5
58,10464778,1,3
104,2588468,16,1
56,12800189,16,1
97,17909728,1,2
125,1408239,3,3
30,8297737,5,1
134,1957109,7,5
120,4343019,4,1
108,13677269,21,2
66,17714761,11,4
33,8744384,19,3
125,6174372,10,1
100,10737060,9,2
22,1903461,18,5
147,13003012,24,5
61,11660743,15,4
50,5537212,17,3
111,14822522,13,1
136,14161013,23,1
78,3504041,18,3
39,15618093,21,2
119,15999546,10,4
111,2093570,23,5
79,13081001,19,1
80,13396571,5,3
97,4396890,3,1
37,11919615,17,3
72,9383395,23,2
